titel;beschreibung;postleitzahl;stadt;zeit
['Terrassenplatten zu verschenken'];['30 Terassenplatten, 40,x 40, 3 cm stark, zu verschenken. Nur gegen Abholumh'];48155;['Mauritz'];18.07.2020   2020-07-26
['Robuste TV Bank/Fernsehtisch mit Rollen von Ikea'];['Ein Ikea-Urgestein.', 'Fast wie neu... leider mit paar Rostflecken auf der Oberfläche. (bedingt durch...'];48157;['Handorf'];26.07.2020 22:32
['Bücherregal zu verschenken'];['Wegen Umzug zu verschenken. Es ist schon abmontiert und kann bis Donnerstag 30.7 abholen werden....'];48165;['Hiltrup'];26.07.2020 22:21
['Bunte Kommode'];['Ich verschenke diese schöne, farbenfrohe Kommode (Höhe 1,30 m, Breite 80 cm, Tiefe 35 cm) an...'];48151;['Centrum'];26.07.2020 22:04
['Blumen Kübel'];['Hallo alle zu verschenken 5stk.'];48167;['Wolbeck'];26.07.2020 21:43
['Kindheistpädagogik/ Erziehung Studium Bücher zu verschenken'];['Ich verschebke diverse Bücher aus meinem Bachelor Studium der Kindheitspädagogik aus...'];48145;['Mauritz'];26.07.2020 21:42
['Suche ein Haarmodell Sommer 2021'];['Hallo.', '', 'Für meine 2.Gesellenprüfung im Sommer 2021 suche ich dich!', 'Möchtest du eine gute Tat tun,...'];48155;['Gremmendorf'];26.07.2020 21:31
['4-Gewinnt Spiel im kompakten Reiseformat (zusammenklappbar)'];['An Selbstabholer zu verschenken.', '', 'Deutliche Abnutzungsspuren am Karton. Ein paar Spielchips fehlen,...'];48163;['Mecklenbeck'];26.07.2020 21:01
['Bemalter Schrank Van Gogh'];['Ziemlich cooler selbst bemalter Ikea Schrank. Schweren Herzens muss ich mich wegen eines Umzuges...'];48149;['Centrum'];26.07.2020 20:48
['Jo-Jo und Anti-Stressball'];['Verschenke das abgebildete Jo-Jo + Antistressball an Selbstabholer.', '', 'Standort Mecklenbeck.', '', 'Keine...'];48163;['Mecklenbeck'];26.07.2020 20:29
['2 Umzugskartons zu verschenken'];['2 Umzugskartons zu verschenken. Bis 30kg passen in die Kartons.', 'Vielleicht kann ja noch jemand was...'];48155;['Centrum'];26.07.2020 20:15
['RESERVIERT Braune servier Teller'];['Sehr gut erhaltene, kaum gebrauchte und seit langer Zeit verstaute im Schrank braune servier...'];48161;['Nienberge'];26.07.2020 20:15
['Defekte Waschmaschine'];['Ich verschenke defekte Waschmaschine an Selbstabholer und Selbstausbauer!', '', 'Abholung im 2.OG'];48155;['Centrum'];26.07.2020 19:43
['AEG Waschautomat zu verschenken'];['AEG Waschautomat zu verschenken.', 'Die WA funktioniert noch, lediglich das Lager macht beim...'];48161;['Gievenbeck'];26.07.2020 19:36
['Münster: Volleyball Mixed sucht weibliche Verstärkung!'];['Wer wir sind:', '', 'Wir sind eine Hobbytruppe (Ende 20 bis 60) im TSC Gievenbeck und im letzten Jahr in...'];48161;['Nienberge'];26.07.2020 19:33
['Regentonnen zu verschenken!'];['Ich verschenke große regentonnen! Ungebraucht!', 'Selbstabholung Nähe Aral Tankstelle, Schloss,...'];48149;['Centrum'];26.07.2020 19:29
['Kaninchenstall'];['Breite: ca. 90 cm, Höhe: ca. 60 cm, Tiefe: ca. 65 cm', 'vorne links: schmale, geschlossene Tür', 'vorne...'];48153;['Centrum'];26.07.2020 19:23
['Einbau herd'];['Er läuft so wie auf den Bildern.', 'Bitte nur anrufen danke.', '', '01777177998'];48153;['Centrum'];26.07.2020 19:21
['Auslauf / Gehege für Kaninchen oder Meerschweinchen'];['Auslauf für Kaninchen oder Meerschweinchen', '', 'Länge: ca. 1,50 m, Breite: ca. 1,15 m, Höhe: ca. 65...'];48153;['Centrum'];26.07.2020 19:14
['The One - Maria Realf'];['Liebesroman in sehr gutem Zustand zu verschenken:)'];48151;['Geist'];26.07.2020 19:13
['Lampen von Ikea'];['Neue Lampen von Ikea'];48151;['Geist'];26.07.2020 19:01
['Kleiderschrank (zu verschenken)'];['Ich verschenke hier zur Selbstabholung und zum Selbsabbau einen Kleiderschrank mit Schiebetüren....'];48149;['Centrum'];26.07.2020 18:30
['Reserviert Pfanne von Tefal zu verschenken'];['Ich ziehe um und benötige sie nicht mehr.', 'Kann morgen (Montag) um 17 Uhr abgeholt werden.'];48147;['Centrum'];26.07.2020 18:27
['Reserviert Cafissimo Kaplselmaschine'];['Ich verschenke meine Cafissimo Kapselmaschine in schwarz zum selbst abholen.', '', 'Sie ist voll...'];48145;['Mauritz'];26.07.2020 18:25
['Geschirrspülmaschine gorenje'];['Gorenje Geschirrspülmaschine\u200b zu verschenken. Spülpumpe/Umwäl\u200bzpumpe ist leider kaputt und...'];48155;['Centrum'];26.07.2020 18:18
['Alte Kleiderbügel'];['Abzuholen in der Dauvemühle 206, stehen draussen!'];48159;['Kinderhaus'];26.07.2020 18:00
"[""Kinderlieder - CD's (Englisch und Deutsch) zu verschenken""]";['Verschenke zwei CDs mit Kindelieder. Eine Englisch, eine Deutsch.', 'Abzuholen Nähe Erphokirche.'];48145;['Mauritz'];26.07.2020 17:49
['Buggy Moon'];['Gut gebraucht, aber voll funktionstüchtig.', 'Nur Abholung in Münster.'];48147;['Centrum'];26.07.2020 17:44
['Waschmaschinenunterschrank'];['Waschmaschinenunters\u200bchrank zum verschenken an der Meerwiese abzuholen'];48157;['Coerde'];26.07.2020 17:38
['Kühlschrank zu verschenken'];['Wir verschenken unseren alten Kühlschrank da wir umgezogen sind und eine neuen haben.', 'Er...'];48147;['Wienburg'];26.07.2020 17:18
['Holztisch massiv'];['Massiver, schwerer Holztisch.', 'Maße siehe Fotos.', 'Abholung im Kleingartenverein Hiltrup-Ost.'];48165;['Hiltrup'];26.07.2020 17:12
['Teppich zu verschenken'];['Teppich, 250x350cm groß zu verschenken.', 'Er muss mit zwei Personen abgeholt und auch aus dem Keller...'];48157;['Handorf'];26.07.2020 17:10
['Yukka Palmen Pflanze Yucca'];['Guten Tag,', '', 'ich suche alte Yukka Palmen, die ausrangiert werden sollen. Also gerne auch...'];48151;['Geist'];26.07.2020 17:03
['Schaukelstuhl zu verschenken.'];['Am Fussteil ist er etwas locker,man kann aber normal darauf sitzen und schaukeln.das Polster ist...'];48163;['Mecklenbeck'];26.07.2020 16:59
['Suche Stoffreste für ganz frischen Nähanfänger =D'];['Ich versuche mir auf der alten Nähmaschine meiner Mutter das Nähen beizubringen.', 'Für mich ein lange...'];48149;['Centrum'];26.07.2020 16:56
['1 alter koffer'];['Ich verschenke einen alten Koffer, unten links ist ein kleine Loch.', 'Ich freue mich über eine Tafel...'];48155;['Centrum'];26.07.2020 16:51
['Sandkasten * reserviert *'];['Sandkasten Muschel zu verschenken. Habe sie auch als kleines Planschbecken genutzt...'];48165;['Hiltrup'];26.07.2020 16:43
['Schlafsofa Reserviert für Robin'];['Großes braunes Ikea Schlafsofa ohne Dekokissen, ausziehbar mit integriertem Lattenrost. Das Sofa...'];48153;['Centrum'];26.07.2020 16:12
['Guterhaltene Schränke zu verschenken.'];['Zu verschenken. Einzige Bedingung: Bei den Möbeln ist Selbstabbau und eine zweite Person für das...'];48163;['Albachten'];26.07.2020 16:10
['Kleiderschrank weiß Reserviert für Anisa'];['Wir verschenken 3 Kleiderschränke von Ikea, davon ein Spiegelschrank mit Einlegenbögen und der...'];48153;['Centrum'];26.07.2020 15:02
['Reserviert Klimmzugstange ohne Befestigung'];['Bei dieser Stange fehlen Gummiringe zur Befestigung. Gibt es vielleicht dennoch Möglichkeiten sie...'];48155;['Centrum'];26.07.2020 11:50
['Anfragestopp Drehbare Sternkarte'];['Die habe ich mir mal für eine Vorlesung besorgt. Sie wurde also nur kurz genutzt.'];48155;['Centrum'];26.07.2020 11:10
['Tischtennisplatte reserviert'];['Tischtennisplatte von Sponeta. Das untere Gestell ist leider verrostet da die Platte das ganze Jahr...'];48157;['Handorf'];26.07.2020 04:33
['Elektroorgel Farfisa'];['Orgel zu verschenken!'];48159;['Wienburg'];23.07.2020   2020-07-26
['Bananenkartons Umzugskartons'];['Verschenken ca. 6 Bananenkartons an Selbstabholer.'];48147;['Centrum'];22.07.2020   2020-07-26
['Flaschenkartons zu verschenken'];['Nur Abholung in Münster am Buldernweg.'];48143;['Centrum'];27.07.2020 10:25
['RC-Siebsand/Vorabsiebung zu verschenken'];['Hallo,', 'wir haben RC Siebsand/Vorabs\u200biebung zu verschenken.', 'Dieser kann per Radlader verladen...'];48157;['Handorf'];27.07.2020 09:51
['RC Schotter zu verschenken RCLI'];['Hallo,', 'wir haben RC Schotter zu verschenken.', 'Dieser kann per Radlader verladen werden.', 'Eine...'];48155;['Centrum'];27.07.2020 09:51
['Kaffeebecher'];['Abholung in MS Centrum'];48151;['Centrum'];27.07.2020 09:43
['Vorratsdosen und Becher (ohne Deckel)'];['Abholung am 27.07. in MS Centrum'];48151;['Centrum'];27.07.2020 09:39
['Körbe/Flechtkorb Deko oder zum Bepflanzen'];['Zwei Körbe zu verschenken.', '', 'Kann man auch gut zum Bepflanzen nehmen.', '', 'Nur an...'];48155;['Centrum'];27.07.2020 09:22
['Rollen für unter die Füße (leuchten)'];['Rollen für an die Schuhe zum rollern (etwas vermackt), umstellbar'];48147;['Wienburg'];27.07.2020 08:56
['SUCHE: Alte Taschen zum basteln'];['•Ich suche alte Taschen in einer noch guten Lage, um diese zu bemalen (siehe Muster)', '', '•Gerne könnt...'];48153;['Centrum'];27.07.2020 08:46
['Plüschherzen'];['Hallo zusammen,', '', 'ich verschenke hier drei Plüschherzen (2 x blau / 1 x rosa).', 'Bei Versand 3 €...'];48165;['Hiltrup'];27.07.2020 08:44
['Porzellan-Figur Nilpferd'];['Hallo zusammen,', '', 'ich verschenke hier eine Nilpferd-Figur.', 'Bei Versand 3 € mehr.', '', 'LG, Sandra', '', 'P.S.:...'];48165;['Hiltrup'];27.07.2020 08:42
"[""L'Oreal COLOVISTA""]";['Hallo zusammen,', '', 'ich verschenke hier eine vollständige Färbung für Strähnen. Bei Versand 3 €...'];48165;['Hiltrup'];27.07.2020 08:36
['Guterhaltene Schränke und ein Sideboard zu verschenken.'];['Zu verschenken. Ideal auch für ein Gästezimmer oder eine Ferienwohnung. Nur nach Terminabsprache....'];48163;['Albachten'];27.07.2020 08:32
['5 gartenstühle ab zugeben'];['zu verschenken'];48161;['Nienberge'];27.07.2020 08:19
['Kleiderschrank weiß zu verschenken - RESERVIERT'];['Ich verschenke einen Kleiderschrank in der Farbe weiß mit den Maßen 130 x190 x55 cm. Der Schrank...'];48143;['Centrum'];27.07.2020 08:11
['Teddy zu verschenken'];['Kuscheltierteddy zu verschenken. Ca 60 cm groß'];48147;['Centrum'];27.07.2020 08:08
['2 Lattenroste 100x200cm'];['Einfache Lattenroste von Ikea zu verschenken. Wurden nur zum Übergang verwendet.'];48147;['Centrum'];27.07.2020 08:07
['Kaffeeservice zu verschenken'];['6 teiliges Kaffeeservice zu verschenken'];48147;['Centrum'];27.07.2020 07:14
['2 x DVD Harry Potter'];['DVD sind gebraucht', 'Versandkosten und Verpackungspauschale\u200b 6€'];48163;['Albachten'];27.07.2020 05:02
['Suche Handtücher und Bettwäsche zum verschenken'];['Hallo Leute vielleicht jemand der uns Handtücher ,Badetücher und Bettwäsche Schenken Könnten ? Da...'];48153;['Centrum'];27.07.2020 02:15
['Movida Intensiv-Tönung dunkelbraun (45) zu verschenken'];['Ich verschenke die genannte Intensiv-Tönung von Movida. Die Tönung wurde vor längerer Zeit gekauft...'];48161;['Gievenbeck'];27.07.2020 00:06
['Elektronische Dartscheibe inkl. Zubehör reserviert'];['Guten Tag,', '', 'aufgrund zu vieler Nachfragen mache ich es hier. Die dartscheibe ist vermutlich schon...'];48147;['Centrum'];27.07.2020 23:39
['Kleiderschrank zu verschenken reserviert für Anja'];['Ich biete hier den Schiebetürenkleiders\u200bchrank meiner Tochter an. Dieser hat ein paar extra...'];48145;['Centrum'];27.07.2020 20:43
['Buggy Moon RESERVIERT'];['Gut gebraucht, aber voll funktionstüchtig.', 'Nur Abholung in Münster.'];48147;['Centrum'];27.07.2020 17:44
['Kinder Kleidung von 116 bis 146 RESERVIERT'];['Hallo', 'Biete hier diverse Kinder Kleidung an. Manche Markenkleidung. Gebrauchter Zustand von sehr...'];48163;['Albachten'];25.07.2020   2020-07-27
['Mikrowelle Baby Flaschen Desinfizierer Chicco'];['Zu verschenken'];48165;['Hiltrup'];22.07.2020   2020-07-27
['Küchentisch'];['Verkauf eine gebrauchte Esstisch, leider die Beinen sind geröstet, aber die Tische ist noch in sehr...'];48145;['Centrum'];21.07.2020   2020-07-27
['Pflastersteine ZU VERSCHENKEN'];['Pflastersteine, knapp 30 m², zu verschenken. Die Steine können ab dem 10. August 2020 abgeholt...'];48159;['Centrum'];28.07.2020 20:57
['Ipad 2 64 gb  riss im glas'];['Ipad 2 64 gb laut und leise Taste gehen nicht Simkarte geht aber geht schwer wieder raus und ein...'];48153;['Centrum'];28.07.2020 20:42
['Handmilchpumpe'];['Verschenke kaum genutzte Handmilchpumpe, 2x ausprobiert.', 'Abholung Nähe Bahnhof'];48153;['Centrum'];28.07.2020 20:37
['Wickelaufsatz Ikea Hemnes weiß'];['Verschenken hier einen gebrauchten Wickelaufsatz für die Ikea Hemnes Kommoden in weiß. Wir haben...'];48153;['Centrum'];28.07.2020 20:25
['weißes Regal'];['Weißes Regal zu verschenken.', 'Abzuholen in Gievenbeck'];48161;['Gievenbeck'];28.07.2020 20:16
['Fliesen zu verschenken'];['Verschenke 3 1/2 Pakete Fliesen'];48147;['Centrum'];28.07.2020 19:54
['Bild mit Fee'];['Verschenke Feenbild fürs Kinderzimmer. Unikat da von einem Bekannten gemalt'];48145;['Centrum'];28.07.2020 19:36
['Gartentisch'];['Teakholz Gartentisch 150cm bis auf 200 cm ausziehbar mit innenliegender Platte und Loch für...'];48161;['Roxel'];28.07.2020 19:35
['Schwarz lackierte Kleiderstange zu verschenken'];['Verschenke hier eine Kleiderstange von Ikea.'];48159;['Centrum'];28.07.2020 19:24
['Hundehütte'];['Unsere Emma möchte ihre Hundehütte abgeben. Maße: 60 breit, 70 lang, Firsthöhe 80 cm. Sie ist...'];48151;['Centrum'];28.07.2020 19:11
['Zwei Holztische gebraucht'];['Zwei Holztische gebraucht zu verschenken. Abzuholen in Münster Süd. Die Beine lassen wifi nicht...'];48153;['Centrum'];28.07.2020 19:04
['Chucks schwarz grau'];['Ich verschenke die Schuhe da sie nur rum liegen man kann sie waschen dann sie die wie neu :)', 'Für 1...'];48161;['Gievenbeck'];28.07.2020 19:03
['Tornister school Mood schultasche'];['Tornister von school Mood mit passender Sport Tasche zu verschenken an Selbstabholer'];48159;['Kinderhaus'];28.07.2020 19:02
['Kinderzimmerschrank'];['Hallo, haben hier unseren Kinderzimmerschrank wegen Neuanschaffung abzugeben. Der Schrank hat wie...'];48147;['Centrum'];28.07.2020 18:32
['Soffa zu verschenken'];['Sofa zu verschenken'];48161;['Roxel'];28.07.2020 18:22
['2 Bürostühle gebraucht'];['Zwei Bürostühle gebraucht kostenlos an Selbstabholer in Münster Süd.'];48153;['Centrum'];28.07.2020 18:11
['Autoantenne 4 teilig  zu verschenken an Privat'];['Verschenke original verpackte Autoantenne nur an Privat nicht an Verkäufer, mit Kabel'];48165;['Hiltrup'];28.07.2020 18:10
['Gilbweiderich kräftige Wurzeln'];['Frisch ausgegrabene Wurzeln / Rhizome vom Gilbweiderich, sehr kräftig und saftig.', '', 'Jetzt...'];48163;['Albachten'];28.07.2020 18:09
['Suche das untere Teil'];['Ich suche so eins da meiner das nicht hat'];48157;['Handorf'];28.07.2020 18:03
['Alter Longiergurt zu verschenken'];['Der Gurt müsste mal abgebürstet werden und ist schon etwas älter.', '', 'Kann jederzeit abgeholt werden'];48147;['Wienburg'];28.07.2020 18:02
['Trinkflasche'];['Decathlon Trinkflasche', '', 'Es sind noch 2 grüne und 3 blaue Flaschen vorhanden.', '', 'Füllmenge 750...'];48167;['Gremmendorf'];28.07.2020 17:51
['Sata-Kabel'];['zu verschenken.', '', 'Zwei SATA-Kabel'];48167;['Gremmendorf'];28.07.2020 17:48
['3-adrige Stromkabel mit Schuko-Stecker'];['Bis zu drei Kabel sind zu verschenken.', '', '1,5m', '', 'Versand gegen aufpreis möglich.'];48167;['Gremmendorf'];28.07.2020 17:38
['AMD ATI CrossFire Bridge Brücke'];['zu Verschenken.', '', 'Versand gegen Kostenübernahme möglich'];48167;['Gremmendorf'];28.07.2020 17:35
['Schotter Steine'];['1 Tonne Schotter zum verschenken', 'In Coesfeld zum abholen bitte mit freundlichen Grüßen'];48159;['Sprakel'];28.07.2020 17:26
['Zu verschenken'];['Verschenke aussortieres Essbesteck,gebraucht\u200b .siehe bilder.nur Abholung!!!!!'];48165;['Hiltrup'];28.07.2020 17:23
['Rote Pflastersteine zu verschenken'];['Rote Pflastersteine in verschiedenen Größen abzugeben:', '17,5x11,5x8,5 cm', '11,5x11,5x8,5...'];48151;['Geist'];28.07.2020 17:13
['Schweißbänder - USA 2 Stück'];['2 Schweißbänder unbenutzt'];48155;['Centrum'];28.07.2020 17:11
['Kleiderpaket Mädchen Sommer Zwillinge 74/80'];['Reserviert bis Mittwoch 19.30', '', 'Ich verschenke alle Sachen wie auf dem Foto zu sehen, es sind auch...'];48167;['Gremmendorf'];28.07.2020 17:01
['Verschenkenes'];['Abholung von Rudolf Harbig Weg'];48151;['Aaseestadt'];28.07.2020 16:52
['Ausziehbarer Tisch für bis zu 6 Personen'];['Esstisch für bis zu 6 Personen hat leider ein paar Kratzer. Ohne Stühle.'];48157;['Handorf'];28.07.2020 16:45
['Bücher zu verschenken'];['Diese Bücher habe ich gelesen und brauche sie nicht mehr, möchte sie aber nicht wegwerfen.', 'Sie sind...'];48153;['Centrum'];28.07.2020 16:42
['Kerzenständer  reserviert'];['Kerzenständer von der Firma Strauß & Schweizer. Bei einem der Ständer ist das Glas leider kaputt...'];48159;['Centrum'];28.07.2020 16:40
['Damen schuhe'];['verschiedene Farben und Grösen, bei anfrage gibt es Fotos. vielen dank'];48143;['Centrum'];28.07.2020 16:32
['Terassensteine'];['Wir erneuern unsere Terrasse und benötigen die Steine nicht. Die Steine müssen selber abgehoben...'];48167;['Wolbeck'];28.07.2020 16:15
['DIY Röhrenlampe'];['Hallo,', 'ich biete diese Selbstbaulampe.', 'Es müssten lediglich zwei Röhrenbirnen dafür gekauft...'];48157;['Handorf'];28.07.2020 16:10
['Pax Schranktüren 2 × 1 Meter/2 Meter Ikea'];['Wir verschenken unsere Buche farbenen Pax Schiebetüren. Für 2 Meter / 2 Meter Pax (Ikea)...'];48145;['Mauritz'];28.07.2020 16:02
['Kühlschrank Gorenya mit defekt ###  RESERVIET ##zu verschenken'];['Kühlschrank mit defekt ,selbst abholen.Stadt Münster.'];48145;['Centrum'];28.07.2020 15:50
['Voll funktionsfähige Waschmaschine Luxor zu verschenken'];['RESERVIERT', '', 'Gebraucht', 'Nur für Selbstabholer'];48161;['Roxel'];28.07.2020 15:00
['20€ Gutschein für Hello Fresh (Erstnutzer)'];['Hallo Ihr,', '', 'Wer möchte Hello Fresh nutzen?', 'Ich bin richtig überzeugt und daher biete ich meine...'];48145;['Mauritz'];28.07.2020 14:31
['iPhone 4s Handyhüllen'];['Handyhüllen zu verschenken'];48151;['Aaseestadt'];28.07.2020 14:01
['Selbstbemalte Vasen und Bilderrahmen'];['Selbstbemalte Vasen und Bilderrahmen zu verschenken'];48151;['Geist'];28.07.2020 13:54
['Schubladenensätze Besteck'];['2 Schubladeneinsätze für Besteck, 50x60cm groß, zu verschenken. Vollkommen in Ordnung, müssten nur...'];48167;['Gremmendorf'];28.07.2020 13:17
['H&M Top Größe XS'];['Verstellbare Träger mit Schleife', '', 'Kann gerne versendet werden, wenn mehrere Artikel bei mir gekauft...'];48149;['Sentrup'];28.07.2020 13:16
['Hauszelt ohne Gestänge'];['Dach 2,50x2,00, Grundmass 3,30m, Höhe 1,80', 'Zelt ohne Schimmel und völlig in Ordnung, Gestänge...'];48163;['Mecklenbeck'];28.07.2020 12:39
['Kleidungspacket gr 62-68'];['Ein paar Sachen haben flecken - schattenflecken', '', 'Vielleicht ist jemand flecken Experte - ich habs...'];48161;['Gievenbeck'];28.07.2020 12:35
['Puzzle zu verschenken'];['Tierfreier Nichtraucher-Haushal\u200bt'];48163;['Albachten'];28.07.2020 12:32
['3er Schlafsofa mit Kasten ZU VERSCHENKEN'];['NUR Selbstabholung in MS (nähe Wolbecker Str.) 3. Stock ohne Aufzug', 'Bett 120x180', 'Kasten wird leer...'];48145;['Mauritz'];28.07.2020 12:30
['Braunes Federkernsofa zu verschenken RESERVIERT'];['Hallo,', '', 'aufgrund eines Umzugs verschenke ich mein Federkernsofa.', '', 'Bitte nur Selbstabholung.'];48161;['Roxel'];28.07.2020 12:28
['Waschmaschine von Haier !RESERVIERT!'];['Abzugeben an Selbstabholer bis zum 4.8. ist diese gebrauchte Waschmaschine von Haier. Sie stand...'];48153;['Centrum'];28.07.2020 12:04
